TimeStamp;Source1;Source2;Source3
10:56:14,750;C;J;F
10:56:14,753;D;B;F
10:56:14,753;D;G;J
10:56:14,757;J;I;E
10:56:14,761;D;J;J
10:56:14,762;F;C;C
10:56:14,765;G;J;B
10:56:14,766;J;G;D
10:56:14,767;B;G;F
10:56:14,768;H;G;H
10:56:14,772;G;J;D
10:56:14,776;G;H;D
10:56:14,777;F;F;G
10:56:14,777;H;H;G
10:56:14,778;C;F;G
10:56:14,778;F;J;D
10:56:14,782;J;D;G
10:56:14,784;B;I;I
10:56:14,785;J;G;D
10:56:14,786;F;E;D
10:56:14,789;H;D;C
10:56:14,793;C;D;B
10:56:14,794;H;J;I
10:56:14,797;H;J;B
10:56:14,798;B;J;E
10:56:14,798;E;F;D
10:56:14,801;F;F;C
10:56:14,805;E;B;F
10:56:14,809;C;I;J
10:56:14,810;I;H;B
10:56:14,811;C;F;B
10:56:14,812;I;G;D
10:56:14,812;G;G;I
10:56:14,813;H;E;H
10:56:14,817;H;G;B
10:56:14,818;D;J;D
10:56:14,820;C;C;C
10:56:14,824;B;D;E
10:56:14,825;I;G;G
10:56:14,828;D;C;D
10:56:14,832;C;F;E
10:56:14,836;C;E;H
10:56:14,837;E;E;B
10:56:14,840;J;I;B
10:56:14,844;C;D;I
10:56:14,845;I;F;E
10:56:14,848;D;H;D
10:56:14,852;J;E;I
10:56:14,853;C;B;C
10:56:14,855;D;C;J
10:56:14,860;D;I;F
10:56:14,861;F;B;G
10:56:14,864;H;F;G
10:56:14,867;C;E;G
10:56:14,869;E;F;H
10:56:14,869;E;E;D
10:56:14,874;E;D;D
10:56:14,875;G;H;B
10:56:14,878;C;G;I
10:56:14,882;H;G;D
10:56:14,886;D;F;B
10:56:14,887;C;I;J
10:56:14,889;I;F;C
10:56:14,894;E;G;B
10:56:14,895;H;I;E
10:56:14,898;G;J;F
10:56:14,901;J;F;F
10:56:14,903;G;D;C
10:56:14,905;B;G;J
10:56:14,905;I;J;G
10:56:14,906;G;I;F
10:56:14,907;D;H;E
10:56:14,911;C;F;E
10:56:14,912;J;G;H
10:56:14,915;F;E;C
10:56:14,919;F;C;B
10:56:14,920;D;J;I
10:56:14,922;H;B;F
10:56:14,923;G;J;I
10:56:14,927;G;J;B
10:56:14,928;B;D;F
10:56:14,929;D;I;H
10:56:14,930;I;C;J
10:56:14,930;J;E;J
10:56:14,935;D;F;I
10:56:14,939;J;H;G
10:56:14,940;J;G;J
10:56:14,943;F;G;D
10:56:14,944;C;I;H
10:56:14,945;D;H;I
10:56:14,945;E;C;B
10:56:14,951;J;I;I
10:56:14,955;I;D;B
10:56:14,956;D;F;E
10:56:14,958;I;D;H
10:56:14,960;G;H;H
10:56:14,963;H;G;C
10:56:14,967;B;E;H
10:56:14,968;J;C;H
10:56:14,971;B;C;F
10:56:14,972;G;J;C
10:56:14,974;J;B;G
10:56:14,978;C;E;E
10:56:14,980;H;C;B
10:56:14,982;F;G;B
10:56:14,984;F;G;C
10:56:14,986;B;I;C
10:56:14,986;J;H;H
10:56:14,990;I;C;E
10:56:14,991;B;H;G
10:56:14,994;H;I;G
10:56:14,998;B;D;B
10:56:14,999;D;F;F
10:56:15,002;H;H;E
10:56:15,003;H;D;G
10:56:15,005;B;H;E
10:56:15,006;J;D;F
10:56:15,010;G;F;C
10:56:15,014;H;I;G
10:56:15,015;B;D;E
10:56:15,018;J;H;F
10:56:15,019;J;B;D
10:56:15,022;H;E;E
10:56:15,025;D;F;B
10:56:15,027;F;J;J
10:56:15,029;D;B;J
10:56:15,031;I;G;J
10:56:15,033;F;I;F
10:56:15,037;H;G;E
10:56:15,039;G;D;B
10:56:15,041;F;D;C
10:56:15,041;I;G;J
10:56:15,041;D;B;G
10:56:15,041;F;C;F
10:56:15,041;D;D;F
10:56:15,043;E;I;J
10:56:15,046;G;H;G
10:56:15,046;C;F;C
10:56:15,048;F;J;I
10:56:15,048;B;B;J
10:56:15,051;B;E;F
10:56:15,052;H;G;F
10:56:15,054;E;G;H
10:56:15,058;E;E;I
10:56:15,059;C;G;I
10:56:15,062;G;C;H
10:56:15,066;J;D;F
10:56:15,067;B;I;B
10:56:15,070;F;I;B
10:56:15,074;G;C;I
10:56:15,078;G;G;F
10:56:15,079;G;H;B
10:56:15,082;H;F;H
10:56:15,082;C;B;E
10:56:15,082;C;D;H
10:56:15,082;H;J;H
10:56:15,083;H;E;E
10:56:15,083;H;J;H
10:56:15,084;H;H;G
10:56:15,088;D;J;H
10:56:15,089;D;J;I
10:56:15,091;D;J;F
10:56:15,095;I;J;G
10:56:15,095;H;G;J
10:56:15,096;B;J;E
10:56:15,097;D;H;E
10:56:15,098;E;D;E
10:56:15,101;I;B;H
10:56:15,105;C;C;H
10:56:15,105;B;I;C
10:56:15,107;B;E;C
10:56:15,109;H;J;D
10:56:15,113;C;H;F
10:56:15,114;J;H;C
10:56:15,117;B;B;J
10:56:15,118;B;D;F
10:56:15,121;I;G;J
10:56:15,125;C;H;D
10:56:15,126;E;J;I
10:56:15,129;J;D;I
10:56:15,133;G;C;G
10:56:15,137;C;E;F
10:56:15,137;B;C;I
10:56:15,137;J;B;F
10:56:15,138;I;J;H
10:56:15,142;E;E;C
10:56:15,145;B;H;I
10:56:15,146;F;G;I
10:56:15,147;B;I;D
10:56:15,150;F;F;B
10:56:15,150;E;E;I
10:56:15,152;H;G;G
10:56:15,154;D;C;F
10:56:15,154;C;J;C
10:56:15,154;F;C;I
10:56:15,154;I;D;J
10:56:15,158;F;F;E
10:56:15,161;F;I;C
10:56:15,163;H;E;J
10:56:15,166;C;J;J
10:56:15,167;F;C;B
10:56:15,170;G;G;B
10:56:15,170;D;G;B
10:56:15,170;G;E;J
10:56:15,170;I;G;B
10:56:15,173;D;J;H
10:56:15,177;J;C;E
10:56:15,179;B;C;H
10:56:15,181;J;I;G
10:56:15,185;G;C;H
10:56:15,187;H;J;J
10:56:15,189;I;F;F
10:56:15,190;B;D;H
10:56:15,193;C;G;G
10:56:15,197;I;C;E
10:56:15,198;E;C;J
10:56:15,201;B;D;C
10:56:15,205;J;H;B
10:56:15,206;B;G;I
10:56:15,210;B;H;E
10:56:15,210;B;B;B
10:56:15,210;J;E;D
10:56:15,210;F;B;H
10:56:15,210;B;E;I
10:56:15,213;J;C;I
10:56:15,214;E;E;E
10:56:15,217;D;D;E
10:56:15,219;I;C;J
10:56:15,221;I;H;E
10:56:15,225;H;H;I
10:56:15,229;E;C;F
10:56:15,230;H;C;I
10:56:15,234;D;G;G
10:56:15,237;G;F;C
10:56:15,238;D;F;C
10:56:15,241;E;D;H
10:56:15,242;D;D;F
10:56:15,245;C;G;G
10:56:15,246;I;F;F
10:56:15,249;B;G;C
10:56:15,249;E;C;B
10:56:15,249;G;C;D
10:56:15,249;B;E;J
10:56:15,250;J;D;H
10:56:15,255;E;C;D
10:56:15,255;E;D;F
10:56:15,256;D;D;B
10:56:15,258;F;G;B
10:56:15,262;B;F;C
10:56:15,266;E;J;H
10:56:15,267;J;C;C
10:56:15,269;D;G;C
10:56:15,274;B;I;H
10:56:15,275;F;B;I
10:56:15,277;H;G;E
10:56:15,278;H;G;E
10:56:15,281;D;J;B
10:56:15,285;E;E;B
10:56:15,285;C;D;B
10:56:15,286;E;E;C
10:56:15,287;I;F;D
10:56:15,290;I;J;I
10:56:15,291;B;J;B
10:56:15,294;I;I;F
10:56:15,298;J;E;H
10:56:15,298;D;H;B
10:56:15,298;B;C;J
10:56:15,299;G;D;C
10:56:15,302;E;E;C
10:56:15,304;C;D;F
10:56:15,306;G;J;J
10:56:15,310;D;H;B
10:56:15,314;E;B;E
10:56:15,314;H;H;G
10:56:15,315;H;J;C
10:56:15,318;J;I;J
10:56:15,318;H;B;B
10:56:15,318;D;J;B
10:56:15,318;J;I;H
10:56:15,322;I;E;C
10:56:15,323;G;J;B
10:56:15,326;E;E;I
10:56:15,330;H;C;C
10:56:15,334;B;H;I
10:56:15,335;B;D;F
10:56:15,338;G;E;J
10:56:15,342;I;E;G
10:56:15,343;C;F;I
10:56:15,346;B;H;D
10:56:15,349;D;J;H
10:56:15,351;I;F;F
10:56:15,354;B;F;F
10:56:15,355;E;C;C
10:56:15,357;I;F;B
10:56:15,361;D;F;H
10:56:15,363;I;J;F
10:56:15,365;E;E;C
10:56:15,369;B;J;H
10:56:15,370;E;C;I
10:56:15,373;J;B;G
10:56:15,377;B;G;D
10:56:15,378;D;I;E
10:56:15,381;C;I;J
10:56:15,381;J;E;C
10:56:15,383;H;E;B
10:56:15,386;B;I;I
10:56:15,390;D;B;H
10:56:15,392;D;E;E
10:56:15,394;E;E;G
10:56:15,396;E;I;E
10:56:15,398;H;C;G
10:56:15,402;B;I;F
10:56:15,403;F;C;F
10:56:15,407;I;E;F
10:56:15,410;B;I;F
10:56:15,411;I;G;H
10:56:15,414;J;B;I
10:56:15,414;I;G;E
10:56:15,415;F;E;G
10:56:15,418;J;G;I
10:56:15,418;C;I;B
10:56:15,422;I;D;H
10:56:15,423;F;I;E
10:56:15,423;I;D;B
10:56:15,426;H;I;H
10:56:15,427;C;B;I
10:56:15,430;G;F;J
10:56:15,434;B;B;B
10:56:15,435;J;I;C
10:56:15,437;H;B;C
10:56:15,438;B;I;H
10:56:15,441;B;C;H
10:56:15,445;H;B;I
10:56:15,446;J;H;F
10:56:15,446;C;E;E
10:56:15,449;C;D;H
10:56:15,450;I;F;I
10:56:15,453;I;G;I
10:56:15,457;B;C;C
10:56:15,458;E;C;F
10:56:15,461;C;C;H
10:56:15,465;I;J;I
10:56:15,466;D;C;E
10:56:15,469;G;G;H
10:56:15,473;G;D;H
10:56:15,474;B;G;H
10:56:15,476;F;D;C
10:56:15,480;E;H;D
10:56:15,481;J;B;F
10:56:15,484;H;I;E
10:56:15,489;I;D;B
10:56:15,490;E;B;E
10:56:15,492;D;F;C
10:56:15,496;F;D;F
10:56:15,498;C;H;J
10:56:15,500;D;H;H
10:56:15,504;I;B;J
10:56:15,508;H;C;J
10:56:15,512;D;J;H
10:56:15,513;G;J;H
10:56:15,516;C;J;H
10:56:15,517;E;I;D
10:56:15,517;C;E;G
10:56:15,521;J;I;F
10:56:15,522;B;D;H
10:56:15,524;J;I;F
10:56:15,528;B;C;B
10:56:15,529;C;E;G
10:56:15,532;D;H;D
10:56:15,532;F;E;G
10:56:15,532;H;G;B
10:56:15,532;J;J;D
10:56:15,533;F;D;I
10:56:15,536;C;D;H
10:56:15,537;H;H;B
10:56:15,540;J;B;J
10:56:15,540;F;D;D
10:56:15,544;C;E;G
10:56:15,545;C;B;J
10:56:15,545;H;J;D
10:56:15,546;J;G;E
10:56:15,546;E;H;H
10:56:15,548;C;F;F
10:56:15,551;C;G;B
10:56:15,555;J;D;F
10:56:15,557;E;B;J
10:56:15,559;B;H;E
10:56:15,563;H;C;C
10:56:15,564;I;D;F
10:56:15,566;G;E;C
10:56:15,567;B;E;F
10:56:15,567;C;F;C
10:56:15,568;C;C;C
10:56:15,572;D;C;B
10:56:15,576;C;E;C
10:56:15,577;E;J;I
10:56:15,579;H;J;D
10:56:15,583;J;J;J
10:56:15,587;J;I;G
10:56:15,588;D;H;D
10:56:15,590;I;D;F
10:56:15,591;B;C;H
10:56:15,595;F;H;H
10:56:15,596;D;I;H
10:56:15,599;E;H;B
10:56:15,600;I;C;E
10:56:15,603;G;J;G
10:56:15,607;D;H;G
10:56:15,608;G;E;C
10:56:15,611;I;C;D
10:56:15,611;H;J;G
10:56:15,611;I;F;C
10:56:15,615;H;H;G
10:56:15,619;B;D;D
10:56:15,622;G;G;F
10:56:15,624;I;E;B
10:56:15,627;B;D;G
10:56:15,630;I;I;G
10:56:15,632;I;J;H
10:56:15,634;H;J;D
10:56:15,638;E;B;B
10:56:15,639;D;E;H
10:56:15,642;J;J;D
10:56:15,644;J;C;I
10:56:15,646;D;J;C
10:56:15,650;H;G;C
10:56:15,651;I;J;F
10:56:15,654;F;J;C
10:56:15,655;J;I;G
10:56:15,658;I;C;F
10:56:15,658;I;F;J
10:56:15,659;F;J;D
10:56:15,662;F;E;D
10:56:15,663;J;E;J
10:56:15,666;F;J;H
10:56:15,670;E;I;J
10:56:15,671;G;H;I
10:56:15,674;C;H;D
10:56:15,678;D;F;B
10:56:15,679;J;C;G
10:56:15,682;I;F;J
10:56:15,685;J;B;I
10:56:15,687;B;B;B
10:56:15,687;J;H;E
10:56:15,689;E;B;E
10:56:15,693;H;E;C
10:56:15,695;H;H;F
10:56:15,697;B;G;E
10:56:15,701;J;E;F
10:56:15,702;G;J;G
10:56:15,704;F;E;I
10:56:15,705;I;G;H
10:56:15,709;C;E;B
10:56:15,709;F;I;D
10:56:15,711;E;G;C
10:56:15,713;I;I;I
10:56:15,717;D;G;J
10:56:15,718;F;C;I
10:56:15,721;J;F;H
10:56:15,721;G;G;B
10:56:15,723;C;J;G
10:56:15,724;J;J;I
10:56:15,725;I;J;H
10:56:15,729;I;J;F
10:56:15,731;B;G;I
10:56:15,731;B;I;F
10:56:15,731;B;F;B
10:56:15,731;C;D;C
10:56:15,736;G;D;I
10:56:15,740;B;C;F
10:56:15,741;G;H;C
10:56:15,744;F;B;G
10:56:15,744;E;D;I
10:56:15,744;C;J;D
10:56:15,744;D;G;C
10:56:15,744;H;E;I
10:56:15,746;I;H;F
10:56:15,748;G;I;H
10:56:15,749;G;G;F
10:56:15,750;J;B;E
10:56:15,750;B;B;H
10:56:15,750;I;I;D
10:56:15,750;G;C;B
10:56:15,752;D;C;C
10:56:15,755;D;E;B
10:56:15,759;E;B;F
10:56:15,759;F;I;H
10:56:15,759;G;B;G
10:56:15,759;C;F;I
10:56:15,760;C;B;C
10:56:15,763;C;I;D
10:56:15,767;F;G;J
10:56:15,768;C;E;I
10:56:15,771;I;F;H
10:56:15,775;D;I;C
10:56:15,776;J;C;D
10:56:15,780;H;G;C
10:56:15,780;C;I;G
10:56:15,783;H;B;H
10:56:15,784;H;I;G
10:56:15,787;I;E;J
10:56:15,788;F;B;D
10:56:15,791;C;C;B
10:56:15,795;C;B;H
10:56:15,796;I;I;H
10:56:15,799;F;H;G
10:56:15,802;H;C;D
10:56:15,803;F;D;B
10:56:15,803;E;J;E
10:56:15,804;H;I;I
10:56:15,807;D;B;E
10:56:15,811;H;I;B
10:56:15,813;C;H;E
10:56:15,815;F;I;C
10:56:15,817;E;H;I
10:56:15,819;B;D;E
10:56:15,823;G;B;I
10:56:15,827;D;J;F
10:56:15,828;F;B;E
10:56:15,832;B;F;E
10:56:15,833;J;J;B
10:56:15,835;I;B;C
10:56:15,839;F;C;J
10:56:15,843;F;C;F
10:56:15,844;E;D;I
10:56:15,847;D;H;H
10:56:15,848;H;G;I
10:56:15,851;H;C;G
10:56:15,852;I;J;I
10:56:15,855;C;E;I
10:56:15,859;J;H;E
10:56:15,860;E;G;I
10:56:15,863;H;B;F
10:56:15,863;B;D;B
10:56:15,863;E;F;F
10:56:15,863;J;F;G
10:56:15,863;D;B;J
10:56:15,867;D;G;J
10:56:15,871;B;C;J
10:56:15,872;I;J;B
10:56:15,875;I;H;D
10:56:15,878;J;E;F
10:56:15,879;C;D;H
10:56:15,883;D;D;B
10:56:15,886;D;C;G
10:56:15,887;J;B;J
10:56:15,890;H;H;H
10:56:15,891;H;H;G
10:56:15,894;E;J;D
10:56:15,898;H;E;C
10:56:15,900;F;C;H
10:56:15,902;H;D;I
10:56:15,903;D;B;H
10:56:15,906;H;E;E
10:56:15,910;B;G;I
10:56:15,911;D;J;E
10:56:15,912;F;G;I
10:56:15,912;H;E;H
10:56:15,914;I;F;C
10:56:15,918;D;I;I
10:56:15,919;G;I;G
10:56:15,922;C;H;B
10:56:15,923;J;I;F
10:56:15,925;F;F;D
10:56:15,929;C;H;J
10:56:15,931;D;F;C
10:56:15,934;C;B;C
10:56:15,937;D;H;E
10:56:15,937;J;H;D
10:56:15,938;C;C;D
10:56:15,938;D;C;F
10:56:15,939;F;B;G
10:56:15,941;F;I;F
10:56:15,945;E;J;J
10:56:15,947;I;G;B
10:56:15,949;F;H;I
10:56:15,953;H;D;G
10:56:15,954;I;H;C
10:56:15,957;C;J;J
10:56:15,961;H;J;I
10:56:15,962;F;D;J
10:56:15,965;D;D;D
10:56:15,969;C;I;I
10:56:15,969;H;H;C
10:56:15,969;G;H;F
10:56:15,969;F;H;G
10:56:15,969;J;F;F
10:56:15,969;J;D;D
10:56:15,970;J;I;D
10:56:15,973;F;H;E
10:56:15,977;H;B;J
10:56:15,977;E;J;B
10:56:15,977;B;E;B
10:56:15,978;D;F;B
10:56:15,981;J;B;H
10:56:15,981;H;D;C
10:56:15,983;H;I;H
10:56:15,983;I;H;G
10:56:15,983;J;E;F
10:56:15,983;D;B;I
10:56:15,987;I;H;I
10:56:15,989;F;D;E
10:56:15,991;I;C;F
10:56:15,993;F;H;G
10:56:15,997;F;D;G
10:56:15,998;D;G;F
10:56:15,998;C;D;F
10:56:15,999;I;D;H
10:56:15,999;J;E;I
10:56:15,999;I;H;D
10:56:16,000;D;H;F
10:56:16,001;D;C;J
10:56:16,003;J;G;G
10:56:16,007;D;E;D
10:56:16,008;C;B;G
10:56:16,011;J;I;I
10:56:16,015;D;J;I
10:56:16,015;D;G;E
10:56:16,016;D;G;H
10:56:16,017;E;B;C
10:56:16,017;E;G;D
10:56:16,018;J;F;F
10:56:16,021;H;I;I
10:56:16,021;D;J;C
10:56:16,023;I;J;C
10:56:16,026;G;H;H
10:56:16,030;H;H;D
10:56:16,031;C;C;B
10:56:16,034;I;D;B
10:56:16,036;C;G;F
10:56:16,037;E;D;E
10:56:16,040;G;J;G
10:56:16,044;D;E;F
10:56:16,046;J;E;E
10:56:16,048;E;G;C
10:56:16,052;E;I;E
10:56:16,054;D;G;I
10:56:16,056;G;F;G
10:56:16,060;C;I;E
10:56:16,061;G;B;G
10:56:16,064;D;B;G
10:56:16,068;G;D;B
10:56:16,072;H;E;C
10:56:16,073;H;F;E
10:56:16,076;I;B;H
10:56:16,077;C;E;G
10:56:16,080;C;I;C
10:56:16,084;H;D;F
10:56:16,085;J;G;D
10:56:16,088;C;C;C
10:56:16,089;H;J;E
10:56:16,092;H;F;F
10:56:16,092;I;I;I
10:56:16,096;E;D;D
10:56:16,099;F;D;J
10:56:16,101;I;G;I
10:56:16,104;F;H;I
10:56:16,108;E;J;C
10:56:16,111;H;I;C
10:56:16,112;J;I;C
10:56:16,115;G;H;F
10:56:16,119;D;G;F
10:56:16,123;C;F;J
10:56:16,125;G;H;E
10:56:16,127;I;D;B
10:56:16,128;I;J;G
10:56:16,131;I;G;F
10:56:16,135;J;C;F
10:56:16,136;I;H;F
10:56:16,139;C;G;B
10:56:16,140;I;G;F
10:56:16,142;E;C;F
10:56:16,143;D;E;F
10:56:16,147;C;E;I
10:56:16,147;E;J;H
10:56:16,148;C;I;C
10:56:16,151;B;G;H
10:56:16,155;F;J;F
10:56:16,156;D;G;H
10:56:16,158;J;F;C
10:56:16,159;E;J;H
10:56:16,160;D;F;D
10:56:16,162;G;E;I
10:56:16,166;H;H;H
10:56:16,167;D;H;C
10:56:16,171;H;D;I
10:56:16,172;J;I;B
10:56:16,173;D;J;D
10:56:16,174;I;E;C
10:56:16,178;D;E;C
10:56:16,179;H;D;J
10:56:16,182;F;C;H
10:56:16,183;D;C;G
10:56:16,187;E;J;G
10:56:16,190;C;E;F
10:56:16,191;E;I;I
10:56:16,193;F;B;C
10:56:16,197;I;E;I
10:56:16,198;C;I;G
10:56:16,201;J;C;E
10:56:16,202;G;H;C
10:56:16,205;G;G;F
10:56:16,205;E;G;C
10:56:16,209;D;H;F
10:56:16,210;B;D;I
10:56:16,210;G;B;I
10:56:16,210;H;C;J
10:56:16,210;J;I;C
10:56:16,210;J;C;D
10:56:16,210;I;E;I
10:56:16,212;E;E;D
10:56:16,216;C;E;E
10:56:16,217;C;D;D
10:56:16,220;G;E;H
10:56:16,224;I;F;H
10:56:16,225;F;I;B
10:56:16,227;E;J;F
10:56:16,227;B;I;F
10:56:16,228;B;D;H
10:56:16,231;C;G;I
10:56:16,233;I;E;E
10:56:16,233;F;G;E
10:56:16,233;C;I;G
10:56:16,233;H;E;D
10:56:16,234;F;C;H
10:56:16,235;J;I;J
10:56:16,240;G;J;D
10:56:16,244;G;F;I
10:56:16,245;C;F;E
10:56:16,247;G;I;F
10:56:16,248;I;C;E
10:56:16,251;B;F;J
10:56:16,255;G;J;D
10:56:16,256;F;I;H
10:56:16,259;F;I;B
10:56:16,263;C;E;C
10:56:16,264;H;C;F
10:56:16,267;C;E;E
10:56:16,271;H;C;I
10:56:16,272;I;C;J
10:56:16,275;I;H;C
10:56:16,279;D;G;F
10:56:16,280;J;E;C
10:56:16,283;J;H;G
10:56:16,286;E;B;C
10:56:16,290;G;G;J
10:56:16,294;G;B;H
10:56:16,298;J;G;D
10:56:16,299;B;H;J
10:56:16,302;G;J;F
10:56:16,302;G;C;I
10:56:16,304;G;H;C
10:56:16,304;F;I;H
10:56:16,307;C;H;I
10:56:16,311;B;E;G
10:56:16,313;H;D;E
10:56:16,314;D;H;H
10:56:16,314;I;F;H
10:56:16,315;H;D;E
10:56:16,319;C;E;F
10:56:16,320;F;D;I
10:56:16,323;B;B;B
10:56:16,325;G;H;B
10:56:16,327;F;C;I
10:56:16,331;C;H;G
10:56:16,332;C;E;C
10:56:16,332;F;I;F
10:56:16,339;I;D;H
10:56:16,340;J;E;D
10:56:16,343;I;F;F
10:56:16,344;B;F;G
10:56:16,345;G;C;G
10:56:16,346;G;E;F
10:56:16,347;G;J;D
10:56:16,348;G;H;E
10:56:16,349;H;H;H
10:56:16,350;F;C;C
10:56:16,352;C;J;D
10:56:16,354;C;C;G
10:56:16,358;D;H;C
10:56:16,358;H;I;F
10:56:16,360;H;H;B
10:56:16,364;E;D;D
10:56:16,365;C;G;J
10:56:16,366;E;D;F
10:56:16,367;J;I;H
10:56:16,367;D;F;G
10:56:16,367;C;J;E
10:56:16,371;I;E;F
10:56:16,373;I;C;C
10:56:16,374;J;D;J
10:56:16,377;H;C;F
10:56:16,377;E;B;G
10:56:16,377;E;J;E
10:56:16,377;J;D;E
10:56:16,378;B;I;I
10:56:16,378;J;B;G
10:56:16,378;G;D;F
10:56:16,379;B;I;G
10:56:16,382;H;E;F
10:56:16,382;B;C;F
10:56:16,383;H;I;H
10:56:16,386;E;J;H
10:56:16,390;C;E;F
10:56:16,391;J;C;E
10:56:16,394;F;H;B
10:56:16,396;D;E;J
10:56:16,397;G;E;J
10:56:16,397;B;F;E
10:56:16,401;F;E;C
10:56:16,402;F;J;D
10:56:16,404;G;J;B
10:56:16,406;J;J;G
10:56:16,408;I;H;H
10:56:16,409;F;C;D
10:56:16,412;J;I;G
10:56:16,414;D;D;G
10:56:16,416;J;C;H
10:56:16,420;H;D;C
10:56:16,421;B;G;H
10:56:16,425;J;B;C
10:56:16,428;F;H;D
10:56:16,430;H;E;G
10:56:16,430;F;I;E
10:56:16,432;G;H;C
10:56:16,436;D;D;H
10:56:16,436;H;J;I
10:56:16,436;B;F;D
10:56:16,436;H;C;H
10:56:16,436;I;C;D
10:56:16,437;D;G;B
10:56:16,441;E;D;D
10:56:16,444;J;D;C
10:56:16,444;C;H;D
10:56:16,446;J;E;J
10:56:16,448;B;G;G
10:56:16,452;B;F;J
10:56:16,454;H;G;G
10:56:16,456;C;J;H
10:56:16,457;E;D;I
10:56:16,460;H;G;C
10:56:16,464;I;G;E
10:56:16,465;I;D;G
10:56:16,467;D;I;D
10:56:16,471;F;J;C
10:56:16,472;F;H;E
10:56:16,476;I;E;I
10:56:16,478;G;F;G
10:56:16,479;E;I;C
10:56:16,479;J;I;J
10:56:16,480;F;E;E
10:56:16,484;D;F;D
10:56:16,491;F;E;J
10:56:16,517;E;J;E
10:56:16,518;J;E;B
10:56:16,528;D;B;G
10:56:16,534;B;G;F
10:56:16,535;G;D;G
10:56:16,546;I;E;I
10:56:16,546;F;G;G
10:56:16,546;C;I;J
10:56:16,551;C;C;J
10:56:16,555;I;D;G
10:56:16,556;F;G;D
10:56:16,558;G;I;I
10:56:16,559;D;E;B
10:56:16,606;J;C;G
10:56:16,607;J;E;B
10:56:16,610;F;J;I
10:56:16,611;B;C;E
10:56:16,614;J;C;H
10:56:16,614;D;J;I
10:56:16,615;E;B;B
10:56:16,616;H;C;F
10:56:16,619;H;I;D
10:56:16,619;B;B;C
10:56:16,620;D;E;J
10:56:16,620;B;H;B
10:56:16,621;H;G;J
10:56:16,621;E;C;C
10:56:16,621;H;D;J
10:56:16,623;H;I;B
10:56:16,624;E;E;E
10:56:16,626;I;F;F
10:56:16,628;H;I;D
10:56:16,629;E;D;G
10:56:16,631;G;D;G
10:56:16,632;F;C;E
10:56:16,633;G;D;G
10:56:16,634;C;J;C
10:56:16,636;E;D;C
10:56:16,638;B;E;H
10:56:16,639;H;B;I
10:56:16,639;H;B;F
10:56:16,640;H;G;E
10:56:16,644;D;E;B
10:56:16,645;J;C;C
10:56:16,648;F;E;D
10:56:16,649;H;F;F
10:56:16,659;H;G;D
10:56:16,659;J;H;C
10:56:16,659;B;D;C
10:56:16,660;H;F;D
10:56:16,660;F;G;H
10:56:16,660;F;J;I
10:56:16,660;J;I;C
10:56:16,688;D;H;D
10:56:16,688;H;J;D
10:56:16,689;G;I;C
10:56:16,690;C;E;D
10:56:16,690;I;B;G
10:56:16,690;E;I;B
10:56:16,690;G;B;I
10:56:16,691;E;C;E
10:56:16,691;B;I;C
10:56:16,691;D;B;B
10:56:16,691;E;I;B
10:56:16,691;D;B;G
10:56:16,691;B;B;F
10:56:16,691;C;D;E
10:56:16,692;J;D;H
10:56:16,692;G;H;B
10:56:16,692;F;J;I
10:56:16,694;J;E;D
10:56:16,695;B;I;F
10:56:16,695;C;F;G
10:56:16,697;D;H;G
10:56:16,698;H;J;I
10:56:16,701;G;J;J
10:56:16,705;E;G;D
10:56:16,706;E;D;I
10:56:16,735;H;G;C
10:56:16,750;E;H;C
10:56:16,750;I;B;B
10:56:16,751;J;B;H
10:56:16,751;G;F;J
10:56:16,751;I;H;F
10:56:16,757;D;H;B
10:56:16,758;I;I;D
10:56:16,760;E;I;G
10:56:16,761;G;C;D
10:56:16,762;J;D;H
10:56:16,762;H;J;E
10:56:16,763;C;C;J
10:56:16,763;D;E;F
10:56:16,764;B;I;C
10:56:16,765;E;B;B
10:56:16,765;C;J;F
10:56:16,767;I;J;D
10:56:16,767;C;H;J
10:56:16,767;H;F;H
10:56:16,768;J;G;H
10:56:16,769;B;E;D
10:56:16,770;H;H;H
10:56:16,770;D;B;G
10:56:16,770;J;F;D
10:56:16,771;E;C;H
10:56:16,772;B;D;D
10:56:16,774;J;H;E
10:56:16,775;H;I;H
10:56:16,776;J;J;I
10:56:16,776;F;D;J
10:56:16,776;F;J;G
10:56:16,777;B;E;F
10:56:16,777;H;F;J
10:56:16,778;C;H;J
10:56:16,781;E;H;H
10:56:16,783;H;B;F
10:56:16,783;F;G;J
10:56:16,783;D;F;H
10:56:16,784;D;D;C
10:56:16,785;B;C;I
10:56:16,786;I;H;J
10:56:16,786;D;F;H
10:56:16,787;G;J;I
10:56:16,787;I;D;H
10:56:16,788;G;D;G
10:56:16,788;B;B;C
10:56:16,788;D;B;I
10:56:16,789;C;F;J
10:56:16,789;J;B;F
10:56:16,791;D;F;C
10:56:16,791;I;C;B
10:56:16,791;D;E;E
10:56:16,792;G;F;C
10:56:16,792;I;H;C
10:56:16,792;C;I;I
10:56:16,793;J;D;D
10:56:16,793;B;G;G
10:56:16,794;B;C;C
10:56:16,794;I;H;F
10:56:16,794;G;F;C
10:56:16,794;F;F;I
10:56:16,794;H;F;J
10:56:16,794;J;H;D
10:56:16,795;C;H;F
10:56:16,795;G;G;D
10:56:16,795;J;D;J
