TimeStamp;Source1;Source2;Source3
10:56:17,669;E;C;J
10:56:17,669;C;E;J
10:56:17,669;E;E;J
10:56:17,670;I;D;J
10:56:17,673;H;C;J
10:56:17,677;J;D;J
10:56:17,678;J;F;J
10:56:17,680;J;J;J
10:56:17,681;G;F;J
10:56:17,685;J;G;J
10:56:17,686;C;B;J
10:56:17,689;J;B;J
10:56:17,689;C;D;J
10:56:17,689;E;C;J
10:56:17,689;G;G;J
10:56:17,689;G;B;J
10:56:17,693;F;F;J
10:56:17,694;I;E;J
10:56:17,697;E;C;J
10:56:17,701;H;D;J
10:56:17,702;D;B;J
10:56:17,704;I;E;J
10:56:17,708;J;E;J
10:56:17,709;C;E;J
10:56:17,712;F;C;J
10:56:17,716;H;D;J
10:56:17,717;D;J;J
10:56:17,720;J;B;J
10:56:17,720;I;F;J
10:56:17,723;C;F;J
10:56:17,725;D;I;J
10:56:17,727;B;F;J
10:56:17,727;H;F;J
10:56:17,730;H;F;J
10:56:17,731;J;B;J
10:56:17,731;C;H;J
10:56:17,731;F;E;J
10:56:17,733;C;E;J
10:56:17,736;H;B;J
10:56:17,740;G;F;J
10:56:17,740;C;J;J
10:56:17,740;J;G;J
10:56:17,741;I;I;J
10:56:17,745;C;H;J
10:56:17,745;B;C;J
10:56:17,745;E;C;J
10:56:17,745;D;I;J
10:56:17,746;I;B;J
10:56:17,750;C;I;J
10:56:17,753;I;H;J
10:56:17,755;C;J;J
10:56:17,757;C;D;J
10:56:17,761;B;J;J
10:56:17,765;D;E;J
10:56:17,765;J;C;J
10:56:17,766;H;D;J
10:56:17,769;G;F;J
10:56:17,773;G;J;J
10:56:17,774;G;C;J
10:56:17,776;F;C;J
10:56:17,780;E;B;J
10:56:17,781;J;J;J
10:56:17,784;J;D;J
10:56:17,786;B;H;J
10:56:17,788;H;B;J
10:56:17,790;F;G;J
10:56:17,790;I;J;J
10:56:17,792;G;J;J
10:56:17,796;F;H;J
10:56:17,800;C;J;J
10:56:17,801;I;I;J
10:56:17,804;I;G;J
10:56:17,805;G;E;J
10:56:17,805;J;I;J
10:56:17,808;F;E;J
10:56:17,809;J;E;J
10:56:17,811;G;H;J
10:56:17,813;D;I;J
10:56:17,815;E;B;J
10:56:17,816;D;C;J
10:56:17,819;D;C;J
10:56:17,823;J;C;J
10:56:17,824;H;C;J
10:56:17,828;G;E;J
10:56:17,830;C;D;J
10:56:17,830;I;D;J
10:56:17,830;F;F;J
10:56:17,831;I;J;J
10:56:17,832;H;C;J
10:56:17,835;I;H;J
10:56:17,836;B;E;J
10:56:17,838;B;C;J
10:56:17,840;C;G;J
10:56:17,842;J;C;J
10:56:17,845;G;J;J
10:56:17,845;F;B;J
10:56:17,845;D;C;J
10:56:17,845;I;H;J
10:56:17,845;H;C;J
10:56:17,846;D;H;J
10:56:17,847;B;H;J
10:56:17,851;J;J;J
10:56:17,855;H;G;J
10:56:17,856;C;B;J
10:56:17,859;G;B;J
10:56:17,862;B;C;J
10:56:17,864;B;H;J
10:56:17,866;I;D;J
10:56:17,871;F;J;J
10:56:17,872;I;D;J
10:56:17,874;I;J;J
10:56:17,876;F;D;J
10:56:17,878;B;D;J
10:56:17,880;D;F;J
10:56:17,880;I;G;J
10:56:17,882;C;B;J
10:56:17,886;C;C;J
10:56:17,888;I;E;J
10:56:17,890;C;F;J
10:56:17,894;C;D;J
10:56:17,895;H;E;J
10:56:17,898;I;I;J
10:56:17,902;G;J;J
10:56:17,906;C;D;J
10:56:17,907;F;F;J
10:56:17,910;F;F;J
10:56:17,914;H;F;J
10:56:17,915;B;J;J
10:56:17,917;I;D;J
10:56:17,921;J;G;J
10:56:17,923;B;C;J
10:56:17,925;G;H;J
10:56:17,927;H;G;J
10:56:17,929;E;D;J
10:56:17,933;J;I;J
10:56:17,934;B;G;J
10:56:17,938;F;E;J
10:56:17,941;B;I;J
10:56:17,945;G;C;J
10:56:17,946;F;I;J
10:56:17,948;B;H;J
10:56:17,950;G;B;J
10:56:17,953;G;H;J
10:56:17,954;J;J;J
10:56:17,957;B;F;J
10:56:17,960;F;F;J
10:56:17,962;J;F;J
10:56:17,964;G;J;J
10:56:17,968;J;E;J
10:56:17,972;B;E;J
10:56:17,974;F;G;J
10:56:17,976;E;E;J
10:56:17,980;C;H;J
10:56:17,981;H;F;J
10:56:17,983;F;D;J
10:56:17,983;B;G;J
10:56:17,983;B;I;J
10:56:17,983;H;C;J
10:56:17,988;F;F;J
10:56:17,989;C;E;J
10:56:17,992;D;I;J
10:56:17,995;C;J;J
10:56:17,997;B;F;J
10:56:17,999;E;B;J
10:56:18,003;F;G;J
10:56:18,007;D;G;J
10:56:18,007;H;C;J
10:56:18,007;H;G;J
10:56:18,007;J;F;J
10:56:18,008;J;E;J
10:56:18,008;H;G;J
10:56:18,012;H;J;J
10:56:18,013;B;D;J
10:56:18,016;E;H;J
10:56:18,017;J;B;J
10:56:18,017;H;I;J
10:56:18,020;D;F;J
10:56:18,024;G;I;J
10:56:18,025;B;D;J
10:56:18,027;D;E;J
10:56:18,031;C;F;J
10:56:18,032;B;D;J
10:56:18,035;D;G;J
10:56:18,039;I;D;J
10:56:18,039;F;H;J
10:56:18,040;C;H;J
10:56:18,040;G;D;J
10:56:18,040;I;H;J
10:56:18,044;C;G;J
10:56:18,047;D;J;J
10:56:18,051;I;I;J
10:56:18,052;D;J;J
10:56:18,055;C;B;J
10:56:18,055;G;I;J
10:56:18,056;I;E;J
10:56:18,057;B;F;J
10:56:18,058;C;B;J
10:56:18,060;G;I;J
10:56:18,060;I;I;J
10:56:18,062;E;B;J
10:56:18,062;D;D;J
10:56:18,062;D;E;J
10:56:18,062;C;I;J
10:56:18,064;J;I;J
10:56:18,068;B;J;J
10:56:18,072;H;I;J
10:56:18,073;D;H;J
10:56:18,076;J;I;J
10:56:18,080;C;E;J
10:56:18,084;B;D;J
10:56:18,085;D;E;J
10:56:18,086;E;B;J
10:56:18,088;H;I;J
10:56:18,091;J;C;J
10:56:18,095;F;J;J
10:56:18,096;J;D;J
10:56:18,098;C;B;J
10:56:18,102;J;C;J
10:56:18,103;E;D;J
10:56:18,107;G;B;J
10:56:18,110;E;G;J
10:56:18,111;B;H;J
10:56:18,114;B;G;J
10:56:18,118;J;C;J
10:56:18,121;F;H;J
10:56:18,122;G;C;J
10:56:18,126;H;H;J
10:56:18,129;G;D;J
10:56:18,130;H;B;J
10:56:18,131;F;E;J
10:56:18,134;I;G;J
10:56:18,137;E;H;J
10:56:18,139;G;B;J
10:56:18,141;C;F;J
10:56:18,145;G;I;J
10:56:18,149;B;J;J
10:56:18,150;G;J;J
10:56:18,153;J;G;J
10:56:18,157;I;J;J
10:56:18,157;H;F;J
10:56:18,158;I;B;J
10:56:18,158;J;C;J
10:56:18,161;E;B;J
10:56:18,163;H;I;J
10:56:18,165;J;F;J
10:56:18,166;G;H;J
10:56:18,168;H;I;J
10:56:18,169;I;H;J
10:56:18,170;I;H;J
10:56:18,173;D;C;J
10:56:18,177;E;I;J
10:56:18,177;I;J;J
10:56:18,177;I;H;J
10:56:18,177;B;C;J
10:56:18,178;B;D;J
10:56:18,180;I;C;J
10:56:18,181;E;E;J
10:56:18,184;B;G;J
10:56:18,186;F;D;J
10:56:18,189;C;I;J
10:56:18,193;D;F;J
10:56:18,194;J;B;J
10:56:18,197;J;C;J
10:56:18,200;C;J;J
10:56:18,202;I;B;J
10:56:18,204;F;H;J
10:56:18,208;D;I;J
10:56:18,208;I;H;J
10:56:18,210;H;D;J
10:56:18,212;D;J;J
10:56:18,216;G;G;J
10:56:18,219;F;I;J
10:56:18,221;H;G;J
10:56:18,223;F;H;J
10:56:18,224;D;F;J
10:56:18,228;I;E;J
10:56:18,231;F;J;J
10:56:18,235;H;I;J
10:56:18,236;B;G;J
10:56:18,239;H;I;J
10:56:18,243;D;E;J
10:56:18,244;F;J;J
10:56:18,246;G;E;J
10:56:18,251;C;I;J
10:56:18,255;G;I;J
10:56:18,256;F;C;J
10:56:18,258;B;F;J
10:56:18,262;G;B;J
10:56:18,263;I;B;J
10:56:18,266;H;I;J
10:56:18,270;B;F;J
10:56:18,273;H;E;J
10:56:18,275;C;C;J
10:56:18,276;E;C;J
10:56:18,277;H;D;J
10:56:18,281;J;J;J
10:56:18,281;D;J;J
10:56:18,282;F;H;J
10:56:18,283;E;G;J
10:56:18,285;D;J;J
10:56:18,286;I;C;J
10:56:18,289;D;G;J
10:56:18,291;I;D;J
10:56:18,293;H;J;J
10:56:18,297;H;F;J
10:56:18,298;F;J;J
10:56:18,298;B;E;J
10:56:18,302;G;E;J
10:56:18,303;I;C;J
10:56:18,305;H;G;J
10:56:18,309;B;G;J
10:56:18,310;C;D;J
10:56:18,313;H;D;J
10:56:18,316;B;J;J
10:56:18,318;D;I;J
10:56:18,320;I;B;J
10:56:18,321;F;G;J
10:56:18,324;C;I;J
10:56:18,325;G;D;J
10:56:18,328;G;F;J
10:56:18,332;G;F;J
10:56:18,333;E;J;J
10:56:18,336;H;H;J
10:56:18,340;C;I;J
10:56:18,341;J;I;J
10:56:18,344;H;H;J
10:56:18,346;E;D;J
10:56:18,348;D;D;J
10:56:18,349;J;F;J
10:56:18,352;F;H;J
10:56:18,354;I;E;J
10:56:18,354;E;E;J
10:56:18,356;H;B;J
10:56:18,357;J;B;J
10:56:18,359;F;J;J
10:56:18,363;F;E;J
10:56:18,365;B;J;J
10:56:18,367;F;I;J
10:56:18,370;J;F;J
10:56:18,370;E;D;J
10:56:18,371;J;C;J
10:56:18,373;H;C;J
10:56:18,376;C;E;J
10:56:18,380;F;C;J
10:56:18,381;F;G;J
10:56:18,384;E;G;J
10:56:18,386;F;J;J
10:56:18,388;H;F;J
10:56:18,389;F;E;J
10:56:18,391;F;C;J
10:56:18,392;B;I;J
10:56:18,395;G;F;J
10:56:18,399;C;B;J
10:56:18,400;D;F;J
10:56:18,403;J;G;J
10:56:18,407;I;E;J
10:56:18,407;G;C;J
10:56:18,411;I;I;J
10:56:18,412;E;I;J
10:56:18,415;G;I;J
10:56:18,419;F;G;J
10:56:18,420;J;E;J
10:56:18,423;H;D;J
10:56:18,426;G;F;J
10:56:18,428;J;D;J
10:56:18,431;F;G;J
10:56:18,431;D;G;J
10:56:18,431;E;G;J
10:56:18,431;G;I;J
10:56:18,431;J;J;J
10:56:18,435;I;I;J
10:56:18,435;D;D;J
10:56:18,435;E;F;J
10:56:18,435;J;H;J
10:56:18,436;C;B;J
10:56:18,437;H;H;J
10:56:18,437;D;G;J
10:56:18,437;C;E;J
10:56:18,437;I;E;J
10:56:18,440;H;B;J
10:56:18,441;H;C;J
10:56:18,442;J;D;J
10:56:18,442;I;B;J
10:56:18,446;B;B;J
10:56:18,450;I;D;J
10:56:18,451;J;I;J
10:56:18,454;J;D;J
10:56:18,458;B;F;J
10:56:18,462;B;E;J
10:56:18,465;G;F;J
10:56:18,467;G;H;J
10:56:18,470;D;E;J
10:56:18,470;H;H;J
10:56:18,470;J;F;J
10:56:18,470;H;G;J
10:56:18,470;D;I;J
10:56:18,474;D;C;J
10:56:18,475;I;F;J
10:56:18,478;D;B;J
10:56:18,482;C;F;J
10:56:18,486;F;B;J
10:56:18,487;D;C;J
10:56:18,489;J;E;J
10:56:18,493;I;B;J
10:56:18,495;B;G;J
10:56:18,498;B;J;J
10:56:18,499;C;J;J
10:56:18,501;I;J;J
10:56:18,504;B;J;J
10:56:18,508;H;D;J
10:56:18,508;B;I;J
10:56:18,509;D;C;J
10:56:18,512;B;J;J
10:56:18,516;I;I;J
10:56:18,520;H;I;J
10:56:18,521;G;J;J
10:56:18,523;J;H;J
10:56:18,527;J;D;J
10:56:18,529;B;C;J
10:56:18,532;H;E;J
10:56:18,532;H;B;J
10:56:18,536;B;J;J
10:56:18,537;E;F;J
10:56:18,537;H;D;J
10:56:18,537;J;H;J
10:56:18,539;I;J;J
10:56:18,539;C;J;J
10:56:18,543;B;D;J
10:56:18,547;E;I;J
10:56:18,548;D;H;J
10:56:18,551;H;D;J
10:56:18,555;E;E;J
10:56:18,558;I;J;J
10:56:18,558;I;F;J
10:56:18,560;H;I;J
10:56:18,563;G;H;J
10:56:18,565;E;G;J
10:56:18,566;I;E;J
10:56:18,570;I;F;J
10:56:18,571;D;E;J
10:56:18,574;F;G;J
10:56:18,575;H;H;J
10:56:18,577;F;F;J
10:56:18,581;F;G;J
10:56:18,582;D;B;J
10:56:18,585;E;D;J
10:56:18,588;C;D;J
10:56:18,592;D;D;J
10:56:18,594;I;E;J
10:56:18,595;D;C;J
10:56:18,595;F;I;J
10:56:18,596;J;F;J
10:56:18,600;E;B;J
10:56:18,601;J;J;J
10:56:18,604;F;I;J
10:56:18,605;G;E;J
10:56:18,608;H;B;J
10:56:18,611;F;G;J
10:56:18,612;H;E;J
10:56:18,613;E;C;J
10:56:18,616;E;F;J
10:56:18,620;G;D;J
10:56:18,624;I;H;J
10:56:18,625;J;F;J
10:56:18,628;J;D;J
10:56:18,631;H;H;J
10:56:18,633;F;B;J
10:56:18,635;B;D;J
10:56:18,639;G;B;J
10:56:18,640;J;I;J
10:56:18,643;C;I;J
10:56:18,646;B;C;J
10:56:18,650;D;E;J
10:56:18,652;B;I;J
10:56:18,653;J;E;J
10:56:18,654;G;H;J
10:56:18,655;F;E;J
10:56:18,658;J;F;J
10:56:18,662;F;G;J
10:56:18,663;G;J;J
10:56:18,666;I;G;J
10:56:18,667;B;G;J
10:56:18,670;H;G;J
10:56:18,674;H;G;J
10:56:18,675;H;E;J
10:56:18,677;F;B;J
10:56:18,681;E;J;J
10:56:18,683;D;J;J
10:56:18,686;I;H;J
10:56:18,689;J;D;J
10:56:18,691;J;G;J
10:56:18,692;F;I;J
10:56:18,693;C;G;J
10:56:18,697;I;E;J
10:56:18,701;D;F;J
10:56:18,703;G;J;J
10:56:18,705;F;B;J
10:56:18,705;G;H;J
10:56:18,705;F;J;J
10:56:18,706;B;C;J
10:56:18,709;I;I;J
10:56:18,711;D;E;J
10:56:18,712;I;C;J
10:56:18,712;D;C;J
10:56:18,712;I;D;J
10:56:18,712;F;I;J
10:56:18,713;E;J;J
10:56:18,714;H;E;J
10:56:18,714;F;H;J
10:56:18,718;B;F;J
10:56:18,721;B;G;J
10:56:18,722;J;J;J
10:56:18,725;B;J;J
10:56:18,729;C;G;J
10:56:18,733;E;H;J
10:56:18,737;I;I;J
10:56:18,741;E;D;J
10:56:18,742;J;G;J
10:56:18,745;D;E;J
10:56:18,746;D;C;J
10:56:18,748;C;G;J
10:56:18,750;G;G;J
10:56:18,753;B;J;J
10:56:18,753;J;D;J
10:56:18,754;B;E;J
10:56:18,755;J;G;J
10:56:18,758;J;B;J
10:56:18,758;G;E;J
10:56:18,759;G;I;J
10:56:18,760;C;B;J
10:56:18,762;F;B;J
10:56:18,763;H;F;J
10:56:18,765;B;J;J
10:56:18,769;H;B;J
10:56:18,771;J;C;J
10:56:18,773;F;J;J
10:56:18,777;B;I;J
10:56:18,779;B;B;J
10:56:18,781;H;C;J
10:56:18,785;D;J;J
10:56:18,789;E;C;J
10:56:18,790;G;B;J
10:56:18,793;D;C;J
10:56:18,796;C;I;J
10:56:18,798;J;H;J
10:56:18,801;B;C;J
10:56:18,805;B;B;J
10:56:18,806;J;E;J
10:56:18,808;H;C;J
10:56:18,812;C;I;J
10:56:18,814;E;H;J
10:56:18,814;E;B;J
10:56:18,816;B;D;J
10:56:18,820;I;E;J
10:56:18,824;D;E;J
10:56:18,825;I;B;J
10:56:18,828;D;D;J
10:56:18,830;F;E;J
10:56:18,832;I;J;J
10:56:18,833;C;B;J
10:56:18,836;E;H;J
10:56:18,840;F;B;J
10:56:18,841;B;D;J
10:56:18,844;E;B;J
10:56:18,844;J;B;J
10:56:18,848;D;G;J
10:56:18,852;E;F;J
10:56:18,853;F;J;J
10:56:18,856;I;D;J
10:56:18,860;B;F;J
10:56:18,860;G;J;J
10:56:18,860;I;E;J
10:56:18,860;E;C;J
10:56:18,861;B;H;J
10:56:18,864;H;D;J
10:56:18,865;G;F;J
10:56:18,868;F;C;J
10:56:18,870;I;H;J
10:56:18,871;B;E;J
10:56:18,871;C;J;J
10:56:18,871;B;C;J
10:56:18,871;B;F;J
10:56:18,872;C;E;J
10:56:18,872;F;C;J
10:56:18,872;F;H;J
10:56:18,872;G;B;J
10:56:18,873;J;E;J
10:56:18,876;B;G;J
10:56:18,877;H;D;J
10:56:18,878;H;H;J
10:56:18,880;F;E;J
10:56:18,884;G;G;J
10:56:18,888;B;E;J
10:56:18,892;E;D;J
10:56:18,893;G;B;J
10:56:18,896;F;E;J
10:56:18,900;J;H;J
10:56:18,901;B;B;J
10:56:18,904;D;B;J
10:56:18,904;C;F;J
10:56:18,904;G;D;J
10:56:18,907;F;J;J
10:56:18,907;G;E;J
10:56:18,908;B;E;J
10:56:18,908;B;I;J
10:56:18,908;I;D;J
10:56:18,909;G;E;J
10:56:18,912;C;I;J
10:56:18,915;J;J;J
10:56:18,915;C;G;J
10:56:18,916;C;I;J
10:56:18,917;B;I;J
10:56:18,920;F;I;J
10:56:18,921;B;J;J
10:56:18,924;J;D;J
10:56:18,925;C;F;J
10:56:18,927;D;B;J
10:56:18,927;F;B;J
10:56:18,931;J;F;J
10:56:18,933;I;H;J
10:56:18,934;B;D;J
10:56:18,935;J;J;J
10:56:18,940;E;C;J
10:56:18,940;I;C;J
10:56:18,941;J;E;J
10:56:18,943;B;H;J
10:56:18,945;I;J;J
10:56:18,947;G;F;J
10:56:18,948;E;J;J
10:56:18,951;C;E;J
10:56:18,954;F;C;J
10:56:18,958;G;E;J
10:56:18,960;H;F;J
10:56:18,962;E;D;J
10:56:18,962;E;D;J
10:56:18,963;C;G;J
10:56:18,966;G;I;J
10:56:18,970;J;D;J
10:56:18,971;H;E;J
10:56:18,974;F;G;J
10:56:18,978;D;F;J
10:56:18,979;D;J;J
10:56:18,982;D;D;J
10:56:18,986;C;D;J
10:56:18,987;I;E;J
10:56:18,990;B;B;J
10:56:18,991;C;F;J
10:56:18,991;D;B;J
10:56:18,995;F;B;J
10:56:18,995;F;F;J
10:56:18,996;I;G;J
10:56:18,999;F;H;J
10:56:19,000;J;E;J
10:56:19,003;E;E;J
10:56:19,007;E;D;J
10:56:19,008;C;F;J
10:56:19,012;F;I;J
10:56:19,015;H;D;J
10:56:19,016;F;J;J
10:56:19,019;I;I;J
10:56:19,021;C;H;J
10:56:19,022;F;C;J
10:56:19,026;G;F;J
10:56:19,027;E;E;J
10:56:19,031;B;J;J
10:56:19,033;C;I;J
10:56:19,033;I;C;J
10:56:19,033;B;H;J
10:56:19,033;G;C;J
10:56:19,034;H;D;J
10:56:19,035;B;D;J
10:56:19,038;B;E;J
10:56:19,039;B;I;J
10:56:19,042;C;D;J
10:56:19,046;E;D;J
10:56:19,047;D;F;J
10:56:19,049;E;G;J
10:56:19,053;B;E;J
10:56:19,054;H;G;J
10:56:19,054;C;B;J
10:56:19,057;D;J;J
10:56:19,059;F;F;J
10:56:19,060;C;C;J
10:56:19,062;G;J;J
10:56:19,062;G;E;J
10:56:19,062;D;E;J
10:56:19,062;G;F;J
10:56:19,062;G;D;J
10:56:19,062;J;I;J
10:56:19,062;J;J;J
10:56:19,062;H;G;J
10:56:19,063;C;E;J
10:56:19,066;G;H;J
10:56:19,068;C;J;J
10:56:19,070;F;H;J
10:56:19,074;B;I;J
10:56:19,078;E;C;J
10:56:19,079;E;F;J
10:56:19,080;D;D;J
10:56:19,082;G;G;J
10:56:19,083;E;C;J
10:56:19,083;E;J;J
10:56:19,085;D;C;J
10:56:19,088;H;I;J
10:56:19,089;B;J;J
10:56:19,090;J;F;J
10:56:19,094;F;G;J
10:56:19,094;D;H;J
10:56:19,095;G;J;J
10:56:19,095;B;G;J
10:56:19,095;F;F;J
10:56:19,096;G;I;J
10:56:19,100;H;G;J
10:56:19,100;I;F;J
10:56:19,100;G;B;J
10:56:19,101;C;I;J
10:56:19,102;E;E;J
10:56:19,106;J;B;J
10:56:19,107;I;D;J
10:56:19,110;I;E;J
10:56:19,114;I;B;J
10:56:19,118;E;H;J
10:56:19,119;H;E;J
10:56:19,122;D;G;J
10:56:19,123;D;H;J
10:56:19,126;E;D;J
10:56:19,130;B;G;J
10:56:19,131;J;I;J
10:56:19,134;B;C;J
10:56:19,137;F;D;J
10:56:19,139;I;B;J
10:56:19,141;I;F;J
10:56:19,145;B;D;J
10:56:19,146;J;F;J
10:56:19,149;F;H;J
10:56:19,151;J;F;J
10:56:19,153;D;F;J
10:56:19,153;E;D;J
10:56:19,153;F;J;J
10:56:19,154;B;B;J
10:56:19,157;H;D;J
10:56:19,157;B;I;J
10:56:19,159;C;I;J
10:56:19,159;C;B;J
10:56:19,162;B;G;J
10:56:19,164;D;J;J
10:56:19,166;I;I;J
10:56:19,167;E;F;J
10:56:19,170;J;C;J
10:56:19,174;C;G;J
10:56:19,175;H;D;J
10:56:19,178;I;J;J
10:56:19,182;G;C;J
10:56:19,183;I;J;J
10:56:19,186;I;J;J
10:56:19,189;E;G;J
10:56:19,191;E;H;J
10:56:19,194;D;D;J
10:56:19,198;F;F;J
10:56:19,198;F;B;J
10:56:19,199;G;G;J
10:56:19,199;I;G;J
10:56:19,199;E;H;J
10:56:19,202;F;I;J
10:56:19,206;F;C;J
10:56:19,207;D;E;J
10:56:19,210;J;J;J
10:56:19,210;F;C;J
10:56:19,211;D;I;J
10:56:19,211;I;J;J
10:56:19,214;J;B;J
10:56:19,215;J;B;J
10:56:19,217;H;E;J
10:56:19,221;D;G;J
10:56:19,225;J;D;J
10:56:19,226;C;E;J
10:56:19,228;B;J;J
10:56:19,228;H;F;J
10:56:19,229;G;J;J
10:56:19,229;D;C;J
10:56:19,230;D;F;J
10:56:19,233;I;J;J
10:56:19,237;F;H;J
10:56:19,238;D;F;J
10:56:19,238;H;C;J
10:56:19,239;E;E;J
10:56:19,239;C;E;J
10:56:19,239;E;H;J
10:56:19,240;H;G;J
10:56:19,241;J;H;J
10:56:19,242;C;E;J
10:56:19,242;J;E;J
10:56:19,243;F;C;J
10:56:19,244;C;B;J
10:56:19,245;D;G;J
10:56:19,246;F;B;J
10:56:19,247;G;D;J
10:56:19,248;I;C;J
10:56:19,249;I;D;J
10:56:19,250;G;G;J
10:56:19,251;H;H;J
10:56:19,251;G;D;J
10:56:19,252;F;E;J
10:56:19,253;E;B;J
10:56:19,254;C;H;J
10:56:19,254;B;F;J
10:56:19,255;B;J;J
10:56:19,256;I;F;J
10:56:19,256;I;H;J
10:56:19,256;H;G;J
10:56:19,256;C;B;J
10:56:19,257;I;J;J
10:56:19,257;E;F;J
10:56:19,258;I;C;J
10:56:19,258;E;J;J
10:56:19,259;D;F;J
10:56:19,260;G;I;J
10:56:19,261;B;D;J
10:56:19,262;E;J;J
10:56:19,262;C;B;J
10:56:19,264;J;H;J
10:56:19,265;G;B;J
10:56:19,266;I;C;J
10:56:19,266;J;F;J
10:56:19,267;H;I;J
10:56:19,267;B;J;J
10:56:19,267;D;F;J
10:56:19,268;H;H;J
10:56:19,268;E;H;J
10:56:19,270;C;D;J
10:56:19,270;B;I;J
10:56:19,271;J;I;J
10:56:19,272;B;E;J
10:56:19,273;D;E;J
10:56:19,273;F;E;J
10:56:19,273;G;H;J
10:56:19,274;B;G;J
10:56:19,274;E;H;J
10:56:19,275;J;D;J
10:56:19,275;I;F;J
10:56:19,276;D;D;J
10:56:19,276;D;I;J
10:56:19,278;B;E;J
10:56:19,278;D;G;J
10:56:19,278;H;D;J
10:56:19,279;D;B;J
10:56:19,279;B;C;J
10:56:19,280;G;H;J
10:56:19,280;F;G;J
10:56:19,281;H;J;J
10:56:19,281;C;H;J
10:56:19,283;D;H;J
10:56:19,283;F;B;J
10:56:19,284;C;B;J
10:56:19,284;F;I;J
10:56:19,284;I;F;J
10:56:19,285;E;I;J
10:56:19,285;B;G;J
10:56:19,285;E;J;J
10:56:19,286;F;B;J
10:56:19,286;G;I;J
10:56:19,286;I;J;J
10:56:19,287;C;D;J
10:56:19,287;I;I;J
10:56:19,288;E;I;J
10:56:19,288;D;H;J
10:56:19,289;B;J;J
10:56:19,289;G;E;J
10:56:19,289;B;I;J
10:56:19,290;B;F;J
10:56:19,291;E;G;J
10:56:19,294;I;E;J
10:56:19,295;H;C;J
10:56:19,298;G;H;J
10:56:19,302;J;H;J
10:56:19,303;F;E;J
10:56:19,305;H;D;J
10:56:19,305;G;B;J
10:56:19,306;I;G;J
10:56:19,311;J;C;J
10:56:19,311;J;H;J
10:56:19,312;H;I;J
10:56:19,312;C;J;J
10:56:19,312;E;J;J
10:56:19,313;I;E;J
10:56:19,316;I;B;J
10:56:19,319;F;B;J
10:56:19,319;G;G;J
10:56:19,320;J;F;J
10:56:19,320;I;B;J
10:56:19,321;D;G;J
10:56:19,322;D;F;J
10:56:19,324;E;E;J
10:56:19,325;J;D;J
10:56:19,328;F;C;J
10:56:19,332;B;G;J
10:56:19,333;C;E;J
10:56:19,336;C;E;J
10:56:19,337;F;E;J
10:56:19,341;J;C;J
10:56:19,341;B;H;J
10:56:19,341;D;D;J
10:56:19,341;F;E;J
10:56:19,341;I;I;J
10:56:19,342;J;B;J
10:56:19,346;D;J;J
10:56:19,348;E;H;J
10:56:19,350;E;B;J
10:56:19,352;B;D;J
10:56:19,356;J;C;J
10:56:19,357;I;F;J
10:56:19,360;C;F;J
10:56:19,361;H;G;J
10:56:19,363;H;D;J
10:56:19,364;E;F;J
10:56:19,365;G;H;J
10:56:19,368;I;G;J
10:56:19,368;E;F;J
10:56:19,370;G;E;J
10:56:19,370;B;H;J
10:56:19,371;E;J;J
10:56:19,373;F;G;J
10:56:19,375;E;C;J
10:56:19,379;I;H;J
10:56:19,383;B;C;J
10:56:19,385;F;B;J
10:56:19,388;E;I;J
10:56:19,391;D;B;J
10:56:19,392;E;F;J
10:56:19,392;B;H;J
10:56:19,395;J;B;J
10:56:19,396;E;C;J
10:56:19,398;J;J;J
10:56:19,402;C;F;J
10:56:19,406;G;D;J
10:56:19,407;B;J;J
10:56:19,410;F;C;J
10:56:19,412;J;J;J
10:56:19,412;C;D;J
10:56:19,412;C;H;J
10:56:19,414;C;J;J
10:56:19,418;J;J;J
10:56:19,422;I;F;J
10:56:19,423;D;G;J
10:56:19,426;B;H;J
10:56:19,430;E;I;J
10:56:19,431;C;E;J
10:56:19,435;D;B;J
10:56:19,435;C;I;J
10:56:19,435;D;D;J
10:56:19,435;G;H;J
10:56:19,435;J;B;J
10:56:19,435;I;B;J
10:56:19,438;E;H;J
10:56:19,442;G;F;J
10:56:19,443;E;H;J
10:56:19,446;G;B;J
10:56:19,446;E;J;J
10:56:19,446;G;H;J
10:56:19,446;F;F;J
10:56:19,446;H;G;J
10:56:19,446;G;I;J
10:56:19,446;E;F;J
10:56:19,451;H;C;J
10:56:19,455;I;J;J
10:56:19,455;F;H;J
10:56:19,456;F;D;J
10:56:19,458;C;B;J
10:56:19,462;B;H;J
10:56:19,463;B;J;J
10:56:19,467;H;D;J
10:56:19,468;I;C;J
10:56:19,470;I;D;J
10:56:19,474;I;J;J
10:56:19,478;E;J;J
10:56:19,479;E;G;J
10:56:19,482;E;F;J
10:56:19,486;F;H;J
10:56:19,487;J;J;J
10:56:19,489;C;J;J
10:56:19,493;F;F;J
10:56:19,495;G;D;J
10:56:19,497;I;D;J
10:56:19,499;G;J;J
10:56:19,501;B;J;J
10:56:19,502;I;C;J
10:56:19,506;E;E;J
10:56:19,507;D;I;J
10:56:19,509;H;J;J
10:56:19,509;I;G;J
10:56:19,511;I;C;J
10:56:19,513;I;D;J
10:56:19,517;J;H;J
10:56:19,519;C;C;J
10:56:19,520;G;J;J
10:56:19,522;E;G;J
10:56:19,524;I;F;J
10:56:19,528;E;H;J
