TimeStamp;Source1;Source2;Source3
10:56:38,707;J;F;G
10:56:38,710;J;C;E
10:56:38,711;I;J;G
10:56:38,714;D;B;B
10:56:38,717;C;F;J
10:56:38,718;F;I;B
10:56:38,719;E;I;B
10:56:38,719;J;E;B
10:56:38,720;C;E;E
10:56:38,720;J;H;H
10:56:38,723;F;G;F
10:56:38,727;J;D;I
10:56:38,729;C;E;F
10:56:38,731;F;C;F
10:56:38,735;I;I;H
10:56:38,739;J;I;C
10:56:38,740;G;C;G
10:56:38,741;J;F;D
10:56:38,743;H;E;C
10:56:38,747;H;F;J
10:56:38,748;C;J;E
10:56:38,751;H;C;I
10:56:38,754;F;F;E
10:56:38,758;D;F;F
10:56:38,760;D;C;G
10:56:38,763;I;H;C
10:56:38,767;G;E;B
10:56:38,767;D;F;F
10:56:38,768;I;B;F
10:56:38,770;B;B;G
10:56:38,770;H;G;D
10:56:38,770;D;G;B
10:56:38,774;E;B;G
10:56:38,776;I;D;E
10:56:38,777;B;F;H
10:56:38,779;G;H;D
10:56:38,782;J;D;H
10:56:38,786;F;D;H
10:56:38,787;C;B;D
10:56:38,789;G;J;G
10:56:38,793;C;J;I
10:56:38,797;F;D;E
10:56:38,797;D;I;I
10:56:38,797;I;F;D
10:56:38,797;J;B;I
10:56:38,798;B;C;G
10:56:38,798;G;H;E
10:56:38,801;I;F;F
10:56:38,805;C;D;H
10:56:38,805;B;F;J
10:56:38,807;I;E;C
10:56:38,809;D;C;H
10:56:38,813;H;E;F
10:56:38,813;C;F;F
10:56:38,815;I;E;I
10:56:38,817;C;D;G
10:56:38,821;F;I;F
10:56:38,821;D;B;I
10:56:38,821;D;J;B
10:56:38,821;D;J;D
10:56:38,822;D;F;H
10:56:38,825;G;J;G
10:56:38,829;G;E;C
10:56:38,829;I;D;C
10:56:38,829;H;B;D
10:56:38,830;J;B;H
10:56:38,833;F;I;D
10:56:38,837;C;F;B
10:56:38,837;F;E;H
10:56:38,841;F;G;F
10:56:38,842;C;D;D
10:56:38,846;H;D;F
10:56:38,849;E;B;H
10:56:38,853;D;D;D
10:56:38,854;G;J;F
10:56:38,857;H;C;E
10:56:38,860;C;I;I
10:56:38,861;B;G;E
10:56:38,861;J;C;J
10:56:38,862;B;C;J
10:56:38,865;E;H;J
10:56:38,865;C;J;E
10:56:38,867;G;H;B
10:56:38,870;D;D;D
10:56:38,873;I;H;I
10:56:38,874;C;G;H
10:56:38,874;F;C;I
10:56:38,875;I;F;B
10:56:38,876;C;C;I
10:56:38,877;J;C;F
10:56:38,881;I;F;G
10:56:38,883;C;E;E
10:56:38,885;G;E;D
10:56:38,889;C;C;G
10:56:38,893;B;C;I
10:56:38,894;H;G;J
10:56:38,897;D;H;E
10:56:38,901;D;E;B
10:56:38,902;E;B;J
10:56:38,905;H;B;F
10:56:38,909;H;F;F
10:56:38,910;H;C;H
10:56:38,913;I;J;H
10:56:38,914;B;J;J
10:56:38,916;G;B;J
10:56:38,920;I;I;G
10:56:38,921;E;D;C
10:56:38,924;C;C;E
10:56:38,924;I;F;G
10:56:38,928;B;G;I
10:56:38,932;D;C;F
10:56:38,933;F;C;C
10:56:38,933;H;I;F
10:56:38,933;J;J;B
10:56:38,933;E;D;E
10:56:38,934;H;F;F
10:56:38,937;J;G;G
10:56:38,938;B;F;H
10:56:38,940;I;I;D
10:56:38,942;B;F;G
10:56:38,944;I;D;D
10:56:38,947;G;J;E
10:56:38,948;C;C;G
10:56:38,952;F;B;G
10:56:38,953;G;B;B
10:56:38,953;G;D;D
10:56:38,957;C;E;C
10:56:38,960;H;J;G
10:56:38,964;E;D;E
10:56:38,964;D;C;D
10:56:38,965;H;H;D
10:56:38,969;C;J;F
10:56:38,970;J;F;C
10:56:38,973;F;I;I
10:56:38,977;B;B;H
10:56:38,978;B;G;F
10:56:38,981;J;G;J
10:56:38,985;G;H;J
10:56:38,988;G;H;I
10:56:38,989;J;H;F
10:56:38,990;E;I;E
10:56:38,991;C;C;F
10:56:38,996;I;D;E
10:56:38,997;H;I;D
10:56:38,999;D;I;D
10:56:39,000;F;H;F
10:56:39,000;J;B;I
10:56:39,001;H;F;F
10:56:39,005;B;H;F
10:56:39,005;G;J;H
10:56:39,006;J;I;G
10:56:39,007;B;G;F
10:56:39,009;J;I;E
10:56:39,012;J;D;C
10:56:39,014;J;H;I
10:56:39,016;E;B;E
10:56:39,016;E;E;I
10:56:39,020;H;J;I
10:56:39,022;J;H;I
10:56:39,022;B;F;E
10:56:39,023;G;F;I
10:56:39,026;D;H;D
10:56:39,028;I;D;J
10:56:39,030;F;J;G
10:56:39,030;D;B;H
10:56:39,030;F;I;J
10:56:39,030;F;E;G
10:56:39,035;B;C;F
10:56:39,039;E;H;E
10:56:39,039;H;C;C
10:56:39,039;J;B;E
10:56:39,039;G;G;F
10:56:39,039;C;D;D
10:56:39,040;G;H;I
10:56:39,044;C;B;C
10:56:39,048;H;B;F
10:56:39,049;I;E;B
10:56:39,052;C;H;F
10:56:39,053;G;H;E
10:56:39,056;I;H;D
10:56:39,056;C;B;E
10:56:39,057;E;D;I
10:56:39,060;C;B;B
10:56:39,061;B;J;D
10:56:39,064;J;D;H
10:56:39,065;H;C;C
10:56:39,068;G;C;C
10:56:39,072;B;G;H
10:56:39,075;E;E;B
10:56:39,077;I;B;D
10:56:39,079;C;J;E
10:56:39,083;J;G;J
10:56:39,087;C;E;H
10:56:39,088;H;J;E
10:56:39,091;J;D;B
10:56:39,092;J;G;E
10:56:39,092;E;H;I
10:56:39,097;C;F;G
10:56:39,098;E;J;C
10:56:39,101;C;J;H
10:56:39,102;C;B;B
10:56:39,105;F;H;J
10:56:39,109;B;H;G
10:56:39,110;C;E;E
10:56:39,110;I;E;H
10:56:39,112;C;I;C
10:56:39,115;H;F;J
10:56:39,116;J;C;G
10:56:39,120;H;J;E
10:56:39,124;D;G;J
10:56:39,125;D;I;D
10:56:39,128;H;B;E
10:56:39,132;F;J;E
10:56:39,133;C;I;E
10:56:39,136;E;E;G
10:56:39,137;J;F;I
10:56:39,140;H;F;F
10:56:39,143;E;I;G
10:56:39,145;C;J;H
10:56:39,147;J;D;D
10:56:39,148;B;I;F
10:56:39,150;F;I;B
10:56:39,151;E;F;J
10:56:39,155;H;J;B
10:56:39,157;J;C;C
10:56:39,159;B;H;D
10:56:39,160;I;G;I
10:56:39,163;C;H;E
10:56:39,167;B;B;F
10:56:39,171;I;C;D
10:56:39,175;C;D;F
10:56:39,176;H;B;D
10:56:39,179;B;J;H
10:56:39,182;I;B;E
10:56:39,182;J;I;E
10:56:39,186;G;E;F
10:56:39,188;J;B;H
10:56:39,189;B;H;B
10:56:39,190;D;H;F
10:56:39,194;J;H;I
10:56:39,195;E;C;F
10:56:39,198;C;H;B
10:56:39,199;I;D;C
10:56:39,202;J;J;H
10:56:39,206;G;I;H
10:56:39,208;B;F;H
10:56:39,210;I;I;D
10:56:39,211;B;D;I
10:56:39,214;I;E;J
10:56:39,214;I;C;F
10:56:39,218;C;F;G
10:56:39,222;B;E;D
10:56:39,223;C;C;G
10:56:39,226;I;D;D
10:56:39,226;J;H;B
10:56:39,227;D;B;H
10:56:39,230;H;H;F
10:56:39,234;H;D;C
10:56:39,235;I;G;B
10:56:39,239;B;J;B
10:56:39,242;F;C;H
10:56:39,243;I;F;B
10:56:39,246;J;H;C
10:56:39,250;J;C;D
10:56:39,254;C;H;D
10:56:39,255;E;C;C
10:56:39,258;I;J;E
10:56:39,258;F;C;J
10:56:39,259;J;G;E
10:56:39,262;G;I;D
10:56:39,266;C;J;G
10:56:39,266;C;I;J
10:56:39,267;F;I;G
10:56:39,267;E;D;J
10:56:39,271;G;D;B
10:56:39,273;C;C;B
10:56:39,275;E;D;F
10:56:39,275;F;H;E
10:56:39,275;F;F;J
10:56:39,275;H;E;D
10:56:39,275;G;J;I
10:56:39,276;G;E;J
10:56:39,279;H;E;D
10:56:39,280;H;E;D
10:56:39,282;G;B;H
10:56:39,283;E;I;J
10:56:39,287;B;G;D
10:56:39,287;B;E;C
10:56:39,289;G;D;H
10:56:39,289;I;H;J
10:56:39,289;C;F;J
10:56:39,289;C;C;J
10:56:39,290;J;C;B
10:56:39,290;E;C;B
10:56:39,294;C;F;E
10:56:39,298;J;H;F
10:56:39,299;H;H;G
10:56:39,301;F;B;C
10:56:39,306;F;D;G
10:56:39,306;J;H;J
10:56:39,306;C;F;F
10:56:39,306;J;C;B
10:56:39,306;C;J;D
10:56:39,306;F;D;F
10:56:39,307;B;H;E
10:56:39,311;H;F;H
10:56:39,311;I;C;H
10:56:39,314;F;I;J
10:56:39,315;B;H;C
10:56:39,318;J;J;B
10:56:39,322;I;B;I
10:56:39,326;E;D;D
10:56:39,327;B;B;H
10:56:39,330;D;H;C
10:56:39,330;F;J;E
10:56:39,330;G;I;I
10:56:39,334;J;J;C
10:56:39,336;G;D;G
10:56:39,338;B;B;B
10:56:39,342;E;H;F
10:56:39,346;C;D;G
10:56:39,347;E;E;I
10:56:39,350;D;G;G
10:56:39,353;B;E;I
10:56:39,353;I;H;J
10:56:39,358;I;J;C
10:56:39,359;I;E;E
10:56:39,362;E;E;G
10:56:39,365;F;E;I
10:56:39,367;J;F;B
10:56:39,369;E;E;I
10:56:39,373;C;F;D
10:56:39,377;J;H;J
10:56:39,381;B;J;H
10:56:39,385;H;F;D
10:56:39,386;F;C;H
10:56:39,386;D;H;C
10:56:39,389;I;I;F
10:56:39,393;J;B;J
10:56:39,394;F;B;G
10:56:39,397;G;F;I
10:56:39,399;E;J;I
10:56:39,399;D;J;F
10:56:39,401;D;I;H
10:56:39,402;E;I;D
10:56:39,404;F;G;H
10:56:39,407;G;C;D
10:56:39,408;I;I;I
10:56:39,409;F;E;C
10:56:39,413;B;C;D
10:56:39,413;G;J;H
10:56:39,414;E;D;I
10:56:39,417;J;D;I
10:56:39,420;F;D;D
10:56:39,422;D;F;F
10:56:39,424;B;B;J
10:56:39,428;E;E;D
10:56:39,429;E;F;G
10:56:39,429;F;I;B
10:56:39,429;B;J;E
10:56:39,430;H;D;J
10:56:39,430;J;B;C
10:56:39,430;D;H;D
10:56:39,430;I;C;C
10:56:39,435;D;E;C
10:56:39,438;I;D;E
10:56:39,440;J;G;G
10:56:39,442;G;J;D
10:56:39,446;B;C;J
10:56:39,447;G;I;I
10:56:39,450;E;D;H
10:56:39,454;H;E;C
10:56:39,454;H;E;E
10:56:39,454;G;J;I
10:56:39,454;B;E;D
10:56:39,454;F;H;I
10:56:39,455;H;J;G
10:56:39,458;F;J;B
10:56:39,462;H;D;H
10:56:39,462;H;C;F
10:56:39,463;G;C;J
10:56:39,467;H;I;F
10:56:39,471;I;C;F
10:56:39,471;H;E;B
10:56:39,472;F;J;J
10:56:39,476;D;C;D
10:56:39,477;F;F;D
10:56:39,480;G;H;D
10:56:39,480;G;G;F
10:56:39,484;G;C;G
10:56:39,485;H;E;I
10:56:39,489;H;E;J
10:56:39,492;F;G;J
10:56:39,494;C;E;B
10:56:39,494;G;F;D
10:56:39,495;J;I;B
10:56:39,499;G;C;G
10:56:39,499;F;C;C
10:56:39,499;H;J;I
10:56:39,500;F;G;C
10:56:39,500;D;E;G
10:56:39,503;C;D;G
10:56:39,507;J;E;G
10:56:39,508;H;C;I
10:56:39,510;F;H;F
10:56:39,511;E;C;C
10:56:39,511;J;E;D
10:56:39,515;C;B;G
10:56:39,516;H;F;H
10:56:39,517;J;B;F
10:56:39,519;C;D;I
10:56:39,523;E;I;I
10:56:39,524;G;I;J
10:56:39,525;D;I;E
10:56:39,530;D;C;F
10:56:39,534;E;D;B
10:56:39,535;G;D;D
10:56:39,536;H;H;G
10:56:39,536;D;B;J
10:56:39,537;H;F;J
10:56:39,541;G;G;E
10:56:39,545;E;F;C
10:56:39,546;E;J;C
10:56:39,549;F;J;E
10:56:39,550;B;E;C
10:56:39,553;I;G;E
10:56:39,557;J;E;H
10:56:39,558;B;J;I
10:56:39,561;G;C;J
10:56:39,565;E;C;E
10:56:39,566;D;F;D
10:56:39,569;J;F;H
10:56:39,569;F;C;H
10:56:39,571;J;I;D
10:56:39,571;B;G;F
10:56:39,571;C;F;J
10:56:39,572;G;C;E
10:56:39,576;E;G;B
10:56:39,576;F;E;B
10:56:39,578;D;I;H
10:56:39,578;C;E;E
10:56:39,578;C;G;I
10:56:39,578;G;E;H
10:56:39,583;H;H;H
10:56:39,583;E;D;G
10:56:39,584;E;D;D
10:56:39,585;I;G;D
10:56:39,586;B;H;I
10:56:39,586;J;H;H
10:56:39,586;E;E;B
10:56:39,586;H;B;F
10:56:39,587;D;H;I
10:56:39,587;J;F;E
10:56:39,587;J;D;F
10:56:39,587;H;B;D
10:56:39,587;B;D;E
10:56:39,587;H;H;G
10:56:39,590;G;F;G
10:56:39,591;H;B;B
10:56:39,592;D;I;B
10:56:39,592;D;B;F
10:56:39,595;F;B;H
10:56:39,599;C;G;D
10:56:39,601;I;H;B
10:56:39,603;J;H;E
10:56:39,607;J;I;I
10:56:39,609;C;D;I
10:56:39,611;G;D;B
10:56:39,612;C;I;H
10:56:39,615;D;C;D
10:56:39,619;C;G;G
10:56:39,620;J;G;F
10:56:39,622;F;H;D
10:56:39,626;I;I;E
10:56:39,630;E;I;C
10:56:39,631;G;C;C
10:56:39,634;E;I;H
10:56:39,635;E;J;F
10:56:39,635;E;H;I
10:56:39,639;G;H;F
10:56:39,641;J;I;H
10:56:39,643;I;J;J
10:56:39,646;F;G;D
10:56:39,649;J;G;G
10:56:39,649;E;E;E
10:56:39,650;I;G;E
10:56:39,654;F;B;C
10:56:39,655;C;I;C
10:56:39,657;H;C;D
10:56:39,659;H;G;H
10:56:39,662;B;D;J
10:56:39,666;G;I;I
10:56:39,666;C;J;G
10:56:39,667;C;B;H
10:56:39,672;E;I;G
10:56:39,672;G;G;E
10:56:39,672;D;I;E
10:56:39,673;D;J;C
10:56:39,674;I;D;D
10:56:39,674;D;I;D
10:56:39,674;D;E;G
10:56:39,675;J;B;G
10:56:39,675;H;B;G
10:56:39,675;C;D;B
10:56:39,679;J;H;I
10:56:39,679;E;E;H
10:56:39,681;C;B;I
10:56:39,681;G;I;C
10:56:39,681;G;F;E
10:56:39,681;G;D;B
10:56:39,685;C;F;G
10:56:39,688;J;E;I
10:56:39,689;E;C;C
10:56:39,692;H;J;J
10:56:39,693;H;H;C
10:56:39,695;I;H;F
10:56:39,699;J;C;J
10:56:39,700;D;I;J
10:56:39,703;G;G;F
10:56:39,704;G;C;G
10:56:39,704;I;B;E
10:56:39,708;D;F;G
10:56:39,709;E;J;E
10:56:39,710;J;G;I
10:56:39,712;C;E;G
10:56:39,715;B;E;F
10:56:39,715;H;I;I
10:56:39,716;I;E;F
10:56:39,720;I;D;H
10:56:39,724;B;B;C
10:56:39,725;D;B;E
10:56:39,726;I;D;I
10:56:39,728;G;J;I
10:56:39,732;D;J;F
10:56:39,736;F;B;H
10:56:39,737;C;E;E
10:56:39,740;E;J;H
10:56:39,742;H;J;G
10:56:39,743;I;D;J
10:56:39,743;C;F;C
10:56:39,744;G;H;E
10:56:39,747;G;J;J
10:56:39,751;C;J;B
10:56:39,752;I;B;G
10:56:39,755;J;G;I
10:56:39,759;J;H;G
10:56:39,762;D;B;B
10:56:39,764;F;B;J
10:56:39,766;J;I;J
10:56:39,770;H;B;D
10:56:39,772;H;J;J
10:56:39,774;F;C;E
10:56:39,778;I;F;C
10:56:39,779;C;F;B
10:56:39,782;F;J;D
10:56:39,782;F;H;E
10:56:39,783;C;F;I
10:56:39,786;J;D;E
10:56:39,790;E;B;C
10:56:39,791;G;J;I
10:56:39,794;I;E;G
10:56:39,797;D;E;G
10:56:39,798;I;I;G
10:56:39,799;C;G;H
10:56:39,799;J;B;G
10:56:39,800;B;C;F
10:56:39,803;C;G;J
10:56:39,804;B;H;G
10:56:39,806;D;D;F
10:56:39,810;J;H;J
10:56:39,814;G;C;I
10:56:39,818;D;E;H
10:56:39,821;H;D;C
10:56:39,823;D;H;E
10:56:39,825;E;D;B
10:56:39,829;C;E;I
10:56:39,830;F;H;J
10:56:39,833;F;F;H
10:56:39,834;F;B;B
10:56:39,835;B;D;D
10:56:39,838;I;D;G
10:56:39,842;D;F;G
10:56:39,843;F;C;F
10:56:39,846;E;D;B
10:56:39,850;I;B;B
10:56:39,854;D;D;B
10:56:39,854;F;G;I
10:56:39,854;D;I;D
10:56:39,854;E;I;E
10:56:39,855;D;F;H
10:56:39,855;D;H;C
10:56:39,858;J;D;E
10:56:39,862;H;D;G
10:56:39,863;G;C;J
10:56:39,866;C;E;G
10:56:39,870;G;E;G
10:56:39,871;G;D;G
10:56:39,875;C;J;J
10:56:39,878;E;E;J
10:56:39,879;D;F;B
10:56:39,880;J;D;H
10:56:39,882;J;J;E
10:56:39,883;G;B;H
10:56:39,886;B;E;B
10:56:39,890;G;B;G
10:56:39,891;E;F;G
10:56:39,894;F;E;E
10:56:39,897;B;C;F
10:56:39,899;I;I;H
10:56:39,902;H;J;I
10:56:39,905;D;H;G
10:56:39,907;B;H;D
10:56:39,909;J;H;I
10:56:39,913;B;J;G
10:56:39,913;D;B;D
10:56:39,914;D;C;I
10:56:39,918;D;B;G
10:56:39,921;J;F;H
10:56:39,925;H;J;E
10:56:39,926;G;B;G
10:56:39,929;D;E;E
10:56:39,930;B;G;I
10:56:39,931;D;G;D
10:56:39,933;F;C;D
10:56:39,937;C;D;G
10:56:39,937;D;B;G
10:56:39,938;E;B;I
10:56:39,938;F;F;F
10:56:39,941;B;E;G
10:56:39,942;B;C;D
10:56:39,945;G;E;F
10:56:39,948;D;I;J
10:56:39,949;E;E;D
10:56:39,953;E;C;G
10:56:39,957;G;B;F
10:56:39,957;F;H;J
10:56:39,958;I;H;G
10:56:39,960;B;F;C
10:56:39,960;I;H;E
10:56:39,961;H;I;D
10:56:39,961;J;F;G
10:56:39,964;G;I;G
10:56:39,965;G;J;D
10:56:39,967;F;D;G
10:56:39,969;J;D;F
10:56:39,971;C;G;I
10:56:39,972;B;F;F
10:56:39,973;H;J;F
10:56:39,973;F;J;E
10:56:39,976;G;F;I
10:56:39,979;B;I;I
10:56:39,980;G;C;J
10:56:39,983;D;B;E
10:56:39,984;C;I;J
10:56:39,987;C;J;H
10:56:39,988;H;I;C
10:56:39,991;I;D;D
10:56:39,995;B;D;G
10:56:39,996;G;G;B
10:56:39,999;I;I;F
10:56:40,000;H;D;B
10:56:40,003;I;D;C
10:56:40,004;J;I;H
10:56:40,007;C;B;G
10:56:40,011;G;I;B
10:56:40,014;H;D;B
10:56:40,016;G;H;D
10:56:40,019;C;D;J
10:56:40,022;J;F;E
10:56:40,023;B;E;D
10:56:40,024;B;D;F
10:56:40,025;F;D;G
10:56:40,025;F;I;E
10:56:40,025;D;F;F
10:56:40,026;F;C;E
10:56:40,028;H;C;C
10:56:40,031;G;D;E
10:56:40,036;I;B;I
10:56:40,036;F;I;F
10:56:40,036;E;E;H
10:56:40,036;G;G;I
10:56:40,037;E;D;H
10:56:40,039;B;B;F
10:56:40,040;J;D;D
10:56:40,044;C;H;J
10:56:40,044;F;I;B
10:56:40,044;B;J;C
10:56:40,045;D;G;I
10:56:40,047;H;C;E
10:56:40,048;E;D;I
10:56:40,053;J;D;I
10:56:40,054;J;H;C
10:56:40,056;C;B;I
10:56:40,057;I;C;B
10:56:40,057;J;I;H
10:56:40,057;I;D;F
10:56:40,059;C;H;C
10:56:40,059;E;J;G
10:56:40,060;H;D;H
10:56:40,062;B;F;I
10:56:40,063;I;I;G
10:56:40,066;H;F;G
10:56:40,067;H;E;E
10:56:40,070;D;F;G
10:56:40,074;G;F;B
10:56:40,075;F;E;F
10:56:40,076;H;C;F
10:56:40,077;E;J;G
10:56:40,081;E;G;B
10:56:40,082;J;H;B
10:56:40,082;J;F;H
10:56:40,082;J;C;I
10:56:40,087;B;H;E
10:56:40,087;J;B;J
10:56:40,088;B;G;J
10:56:40,088;B;B;H
10:56:40,089;H;C;G
10:56:40,089;G;J;F
10:56:40,090;G;I;G
10:56:40,092;B;G;C
10:56:40,095;H;I;I
10:56:40,095;F;G;E
10:56:40,095;F;F;E
10:56:40,095;E;C;H
10:56:40,100;D;H;G
10:56:40,104;H;C;J
10:56:40,105;I;G;E
10:56:40,107;G;H;G
10:56:40,107;D;G;J
10:56:40,107;E;G;I
10:56:40,108;B;C;B
10:56:40,112;E;C;B
10:56:40,115;E;C;G
10:56:40,117;E;I;D
10:56:40,120;G;D;J
10:56:40,121;B;E;B
10:56:40,124;F;J;G
10:56:40,124;B;I;C
10:56:40,125;J;H;B
10:56:40,126;I;I;G
10:56:40,129;G;F;I
10:56:40,131;H;H;F
10:56:40,132;J;C;I
10:56:40,132;I;H;E
10:56:40,133;C;C;B
10:56:40,136;E;J;D
10:56:40,137;G;I;J
10:56:40,137;H;E;I
10:56:40,138;F;D;E
10:56:40,138;F;J;C
10:56:40,138;B;H;J
10:56:40,138;F;C;I
10:56:40,138;J;F;D
10:56:40,139;E;J;C
10:56:40,139;I;E;E
10:56:40,139;E;J;H
10:56:40,139;C;B;H
10:56:40,139;G;G;C
10:56:40,140;G;E;H
10:56:40,140;C;H;H
10:56:40,140;J;C;H
10:56:40,141;J;G;J
10:56:40,145;J;C;D
10:56:40,148;D;H;D
10:56:40,148;G;I;I
10:56:40,148;D;F;I
10:56:40,149;G;B;B
10:56:40,153;D;H;J
10:56:40,157;I;B;F
10:56:40,158;E;B;J
10:56:40,158;F;C;E
10:56:40,161;G;C;J
10:56:40,162;H;D;F
10:56:40,164;E;I;B
10:56:40,168;B;H;J
10:56:40,173;H;E;D
10:56:40,173;H;B;E
10:56:40,173;B;J;G
10:56:40,173;H;I;C
10:56:40,173;I;D;C
10:56:40,173;B;G;B
10:56:40,174;H;E;F
10:56:40,177;I;I;I
10:56:40,181;C;D;D
10:56:40,182;B;B;C
10:56:40,185;C;I;C
10:56:40,189;E;D;B
10:56:40,193;B;C;B
10:56:40,193;I;C;G
10:56:40,193;C;I;E
10:56:40,193;G;J;E
10:56:40,194;D;H;F
10:56:40,197;D;C;E
10:56:40,198;G;H;C
10:56:40,199;D;I;D
10:56:40,201;E;B;F
10:56:40,205;I;D;I
10:56:40,208;B;J;G
10:56:40,210;C;H;F
10:56:40,212;I;D;C
10:56:40,213;E;I;G
10:56:40,216;E;D;I
10:56:40,220;G;J;D
10:56:40,224;F;H;C
10:56:40,225;J;D;E
10:56:40,228;B;F;D
10:56:40,232;B;I;C
10:56:40,233;B;G;H
10:56:40,235;D;I;B
10:56:40,235;H;H;D
10:56:40,236;J;H;G
10:56:40,240;E;E;B
10:56:40,241;E;C;F
10:56:40,242;B;D;B
10:56:40,242;J;F;B
10:56:40,244;G;B;I
10:56:40,248;H;I;C
10:56:40,248;B;B;J
10:56:40,248;E;B;J
10:56:40,248;F;G;J
10:56:40,248;C;F;D
10:56:40,249;D;B;C
10:56:40,251;H;C;C
10:56:40,252;J;D;C
10:56:40,256;J;J;H
10:56:40,257;D;G;D
10:56:40,260;J;C;E
10:56:40,264;C;G;J
10:56:40,268;F;C;G
10:56:40,269;G;H;I
10:56:40,271;F;G;E
10:56:40,273;D;F;E
10:56:40,276;J;F;C
10:56:40,279;B;F;C
10:56:40,281;G;I;E
10:56:40,282;G;H;C
10:56:40,283;F;C;E
10:56:40,287;D;J;E
10:56:40,288;F;I;H
10:56:40,291;J;D;D
10:56:40,295;I;G;H
10:56:40,296;H;E;E
10:56:40,299;F;E;I
10:56:40,301;G;H;C
10:56:40,303;D;C;E
10:56:40,304;J;D;H
10:56:40,308;G;C;E
10:56:40,311;J;G;H
10:56:40,312;B;E;D
10:56:40,315;C;I;G
10:56:40,319;J;I;E
10:56:40,320;I;J;G
10:56:40,323;H;H;F
10:56:40,327;E;D;G
10:56:40,328;E;B;J
10:56:40,330;J;I;E
10:56:40,334;E;J;D
10:56:40,336;J;C;G
10:56:40,338;I;C;B
10:56:40,342;C;C;C
10:56:40,344;D;C;E
10:56:40,346;I;B;H
10:56:40,350;D;D;B
10:56:40,351;G;J;F
10:56:40,354;G;C;D
10:56:40,358;G;I;B
10:56:40,359;B;F;I
10:56:40,359;I;E;F
10:56:40,362;B;B;C
10:56:40,364;G;J;G
10:56:40,364;B;J;E
10:56:40,366;C;G;C
10:56:40,367;G;I;I
10:56:40,367;J;J;D
10:56:40,369;J;J;G
10:56:40,370;B;D;B
10:56:40,374;I;H;I
10:56:40,375;F;C;E
10:56:40,378;B;G;H
10:56:40,381;E;D;I
10:56:40,383;I;G;C
10:56:40,385;E;E;F
10:56:40,390;F;H;B
10:56:40,391;I;B;G
10:56:40,391;G;H;C
10:56:40,391;J;G;D
10:56:40,392;C;B;G
10:56:40,393;I;B;I
10:56:40,397;C;D;C
10:56:40,398;B;E;F
10:56:40,401;H;J;B
10:56:40,404;D;F;D
10:56:40,405;E;J;J
10:56:40,406;H;J;H
10:56:40,409;D;G;B
10:56:40,411;H;B;J
10:56:40,413;C;I;J
10:56:40,414;I;D;E
10:56:40,417;J;C;H
10:56:40,421;I;E;H
10:56:40,422;H;I;H
10:56:40,425;B;B;D
10:56:40,429;C;E;H
10:56:40,430;G;B;J
10:56:40,433;G;H;C
10:56:40,436;C;B;C
10:56:40,440;H;F;C
10:56:40,441;D;C;H
10:56:40,444;H;J;C
10:56:40,444;H;J;E
10:56:40,448;E;J;C
10:56:40,449;C;J;I
10:56:40,452;F;C;B
10:56:40,456;F;H;I
10:56:40,456;E;B;H
10:56:40,456;I;J;H
10:56:40,457;E;F;C
10:56:40,460;D;J;G
10:56:40,464;B;G;C
10:56:40,468;H;C;B
10:56:40,469;D;B;D
10:56:40,471;F;D;D
10:56:40,471;D;F;B
10:56:40,471;C;G;F
10:56:40,471;H;E;H
10:56:40,472;J;E;H
10:56:40,472;J;F;D
10:56:40,473;J;J;F
10:56:40,476;D;J;C
10:56:40,478;G;G;G
10:56:40,479;D;H;D
10:56:40,480;C;H;J
10:56:40,481;B;E;E
10:56:40,481;B;E;G
10:56:40,483;F;J;H
10:56:40,486;E;F;H
10:56:40,489;F;D;D
10:56:40,491;E;E;H
10:56:40,493;B;F;F
10:56:40,497;H;H;F
10:56:40,501;E;I;H
10:56:40,502;H;C;F
10:56:40,503;C;J;H
10:56:40,506;F;B;D
10:56:40,510;F;J;E
10:56:40,514;D;E;J
10:56:40,514;H;J;F
10:56:40,516;B;B;J
10:56:40,518;H;H;J
10:56:40,518;C;B;E
10:56:40,518;B;J;D
10:56:40,522;D;H;E
10:56:40,522;B;D;H
10:56:40,522;C;G;E
10:56:40,523;D;F;H
10:56:40,523;F;F;C
10:56:40,523;H;F;C
10:56:40,523;G;J;H
10:56:40,526;E;H;E
10:56:40,527;B;G;B
10:56:40,530;I;G;D
10:56:40,534;J;E;G
10:56:40,535;G;D;E
10:56:40,538;D;G;G
10:56:40,542;E;J;H
10:56:40,546;B;J;J
10:56:40,547;G;B;B
10:56:40,550;B;E;D
10:56:40,554;J;C;D
10:56:40,555;H;E;C
10:56:40,557;J;F;C
10:56:40,561;F;I;I
10:56:40,562;D;B;I
10:56:40,566;B;C;G
10:56:40,569;I;G;I
10:56:40,569;J;F;E
10:56:40,569;I;H;D
10:56:40,570;E;J;H
10:56:40,570;E;D;C
10:56:40,570;F;H;H
10:56:40,571;D;D;G
10:56:40,573;B;D;F
10:56:40,577;C;H;B
10:56:40,577;C;J;G
10:56:40,577;H;F;B
10:56:40,577;C;D;G
10:56:40,578;F;B;D
10:56:40,578;G;D;B
10:56:40,579;E;J;D
10:56:40,579;B;F;F
10:56:40,583;E;J;H
10:56:40,583;H;E;D
10:56:40,584;G;E;E
10:56:40,588;I;D;D
10:56:40,589;E;E;J
10:56:40,592;F;J;J
10:56:40,596;F;B;D
10:56:40,597;E;D;E
